original_title,budget,revenue,genres,release_year,release_month,runtime,vote_average,vote_count,popularity,top_cast,director,roi
Mars Needs Moms,150000000,38992758,"Adventure, Animation, Family",2011,3,88.0,5.5,199,12.362599000000001,"Seth Green, Joan Cusack, Dan Fogler",Simon Wells,-0.74004828
Flushed Away,149000000,64459316,"Adventure, Animation, Comedy, Family",2006,10,85.0,6.0,874,22.550135,"Hugh Jackman, Kate Winslet, Ian McKellen",David Bowers,-0.5673871409395973
Pan,150000000,128388320,"Adventure, Family, Fantasy",2015,9,111.0,5.9,954,48.03528,"Levi Miller, Garrett Hedlund, Hugh Jackman",Joe Wright,-0.14407786666666667
Mr. Peabody & Sherman,145000000,272912430,"Animation, Adventure, Family",2014,2,92.0,6.7,843,38.73494,"Ty Burrell, Max Charles, Ariel Winter",Rob Minkoff,0.8821546896551724
Troy,175000000,497409852,"Adventure, Drama, War",2004,5,163.0,6.9,2759,66.803149,"Brad Pitt, Orlando Bloom, Eric Bana",Wolfgang Petersen,1.8423420114285713
Madagascar 3: Europe's Most Wanted,145000000,746921274,"Animation, Family",2012,6,93.0,6.4,1808,44.989191999999996,"Ben Stiller, Sacha Baron Cohen, David Schwimmer",Conrad Vernon,4.1511812
Die Another Day,140000000,431971116,"Adventure, Action, Thriller",2002,11,133.0,5.8,1092,54.159392000000004,"Pierce Brosnan, Halle Berry, Rosamund Pike",Lee Tamahori,2.0855079714285716
Ghostbusters,144000000,229147509,"Action, Fantasy, Comedy",2016,7,116.0,5.3,2142,66.21806,"Melissa McCarthy, Kristen Wiig, Kate McKinnon",Paul Feig,0.5913021458333333
Armageddon,140000000,553799566,"Action, Thriller, Science Fiction, Adventure",1998,7,151.0,6.4,2482,58.485967,"Bruce Willis, Billy Bob Thornton, Ben Affleck",Michael Bay,2.9557111857142857
Men in Black II,140000000,441818803,"Action, Adventure, Comedy, Science Fiction",2002,7,88.0,6.0,3114,91.332849,"Tommy Lee Jones, Will Smith, Rip Torn",Barry Sonnenfeld,2.1558485928571427
Beowulf,70000000,195735876,"Adventure, Action, Animation",2007,11,115.0,5.5,841,35.601665000000004,"Ray Winstone, Angelina Jolie, Anthony Hopkins",Robert Zemeckis,1.7962268
Kung Fu Panda 3,145000000,521170825,"Action, Adventure, Animation, Comedy, Family",2016,1,95.0,6.7,1603,56.747978,"Jack Black, Bryan Cranston, Dustin Hoffman",Jennifer Yuh Nelson,2.594281551724138
Mission: Impossible - Ghost Protocol,145000000,694713380,"Action, Thriller, Adventure",2011,12,133.0,6.8,3972,77.77476999999999,"Tom Cruise, Jeremy Renner, Simon Pegg",Brad Bird,3.7911267586206896
Rise of the Guardians,145000000,306941670,"Fantasy, Animation, Family",2012,11,97.0,7.1,1922,61.788035,"Chris Pine, Alec Baldwin, Jude Law",Peter Ramsey,1.1168391034482759
Fun with Dick and Jane,100000000,202026112,Comedy,2005,12,90.0,5.9,627,25.159167999999998,"Jim Carrey, Téa Leoni, Alec Baldwin",Dean Parisot,1.02026112
The Last Samurai,140000000,456758981,"Drama, Action, War, History",2003,12,154.0,7.3,1895,52.341226,"Tom Cruise, Ken Watanabe, William Atherton",Edward Zwick,2.26256415
Exodus: Gods and Kings,140000000,268031828,"Adventure, Drama, Action",2014,12,150.0,5.6,1921,101.599427,"Christian Bale, Joel Edgerton, John Turturro",Ridley Scott,0.9145130571428571
Star Trek,150000000,385680446,"Science Fiction, Action, Adventure",2009,5,127.0,7.4,4518,73.61680799999999,"Chris Pine, Zachary Quinto, Leonard Nimoy",J.J. Abrams,1.5712029733333333
Spider-Man,139000000,821708551,"Fantasy, Action",2002,5,121.0,6.8,5265,82.502566,"Tobey Maguire, Willem Dafoe, Kirsten Dunst",Sam Raimi,4.911572309352518
How to Train Your Dragon 2,145000000,609123048,"Fantasy, Action, Adventure, Animation, Comedy, Family",2014,6,102.0,7.6,3106,100.21391,"Jay Baruchel, Gerard Butler, Kristen Wiig",Dean DeBlois,3.200848606896552
Gods of Egypt,140000000,150680864,Fantasy,2016,2,127.0,5.3,1277,56.257249,"Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler",Alex Proyas,0.07629188571428572
Stealth,135000000,76932943,Action,2005,7,121.0,4.9,331,17.88953,"Josh Lucas, Jessica Biel, Jamie Foxx",Rob Cohen,-0.43012634814814815
Watchmen,130000000,185258983,"Action, Mystery, Science Fiction",2009,3,163.0,7.0,2811,64.798873,"Malin Åkerman, Billy Crudup, Carla Gugino",Zack Snyder,0.4250691
Lethal Weapon 4,140000000,285444603,"Action, Adventure, Comedy, Crime, Thriller",1998,7,127.0,6.3,767,24.855701,"Mel Gibson, Danny Glover, Joe Pesci",Richard Donner,1.0388900214285715
Hulk,137000000,245360480,"Drama, Action, Science Fiction",2003,6,138.0,5.3,1533,34.981698,"Eric Bana, Jennifer Connelly, Sam Elliott",Ang Lee,0.7909524087591241
G.I. Joe: Retaliation,130000000,371876278,"Adventure, Action, Science Fiction, Thriller",2013,3,110.0,5.4,3025,59.325589,"Dwayne Johnson, D.J. Cotrona, Adrianne Palicki",Jon M. Chu,1.8605867538461538
Sahara,130000000,119269486,"Action, Adventure, Comedy, Drama, Mystery",2005,4,124.0,5.7,434,21.605567999999998,"Matthew McConaughey, Penélope Cruz, Steve Zahn",Breck Eisner,-0.08254241538461539
Final Fantasy: The Spirits Within,137000000,85131830,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",2001,7,106.0,5.9,433,26.074907999999997,"Donald Sutherland, Ming-Na Wen, Alec Baldwin",Hironobu Sakaguchi,-0.3785997810218978
Captain America: The First Avenger,140000000,370569774,"Action, Adventure, Science Fiction",2011,7,124.0,6.6,7047,74.50624599999999,"Chris Evans, Hugo Weaving, Tommy Lee Jones",Joe Johnston,1.646926957142857
The World Is Not Enough,135000000,361832400,"Adventure, Action, Thriller",1999,11,128.0,6.0,862,39.604363,"Pierce Brosnan, Sophie Marceau, Robert Carlyle",Michael Apted,1.68024
Master and Commander: The Far Side of the World,150000000,212011111,Adventure,2003,11,138.0,6.9,790,36.973031,"Russell Crowe, Paul Bettany, James D'Arcy",Peter Weir,0.41340740666666664
The Twilight Saga: Breaking Dawn - Part 2,120000000,829000000,"Adventure, Fantasy, Drama, Romance",2012,11,115.0,6.1,2553,99.687084,"Kristen Stewart, Robert Pattinson, Taylor Lautner",Bill Condon,5.908333333333333
Happy Feet Two,130000000,150406466,"Animation, Comedy, Family",2011,11,100.0,5.8,373,17.7735,"Elijah Wood, Robin Williams, Pink",George Miller,0.15697281538461538
The Incredible Hulk,150000000,163712074,"Science Fiction, Action, Adventure",2008,6,114.0,6.1,3021,62.898336,"Edward Norton, Liv Tyler, Tim Roth",Louis Leterrier,0.09141382666666667
The BFG,140000000,183345589,"Adventure, Family, Fantasy",2016,6,120.0,6.0,1000,44.19092,"Ruby Barnhill, Mark Rylance, Rebecca Hall",Steven Spielberg,0.30961135
The Revenant,135000000,532950503,"Western, Drama, Adventure, Thriller",2015,12,156.0,7.3,6396,100.635882,"Leonardo DiCaprio, Tom Hardy, Will Poulter",Alejandro González Iñárritu,2.9477815037037036
Turbo,135000000,282570682,"Animation, Family",2013,7,96.0,6.1,1074,44.765377,"Ryan Reynolds, Paul Giamatti, Michael Peña",David Soren,1.0931161629629629
Rango,135000000,245724603,"Animation, Comedy, Family, Western, Adventure",2011,3,107.0,6.6,2051,29.913529999999998,"Johnny Depp, Isla Fisher, Ned Beatty",Gore Verbinski,0.8201822444444444
Penguins of Madagascar,132000000,373552094,"Family, Animation, Adventure, Comedy",2014,11,92.0,6.5,1346,84.366984,"Tom McGrath, Chris Miller, Christopher Knights",Eric Darnell,1.829940106060606
The Bourne Ultimatum,70000000,442824138,"Action, Drama, Mystery, Thriller",2007,8,115.0,7.3,2888,45.381501,"Matt Damon, Julia Stiles, David Strathairn",Paul Greengrass,5.326059114285714
Kung Fu Panda,130000000,631744560,"Adventure, Animation, Family, Comedy",2008,6,90.0,6.9,3145,84.68964799999999,"Jack Black, Dustin Hoffman, Angelina Jolie",Mark Osborne,3.8595735384615386
Ant-Man,130000000,519311965,"Science Fiction, Action, Adventure",2015,7,117.0,7.0,5880,120.09361000000001,"Paul Rudd, Michael Douglas, Evangeline Lilly",Peyton Reed,2.9947074230769233
The Hunger Games: Catching Fire,130000000,847423452,"Adventure, Action, Science Fiction",2013,11,146.0,7.4,6495,76.310119,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",Francis Lawrence,5.518641938461538
Home,135000000,368871007,"Fantasy, Comedy, Animation, Science Fiction, Family",2015,3,94.0,6.8,1519,63.473086,"Jim Parsons, Rihanna, Steve Martin",Tim Johnson,1.7323778296296297
War of the Worlds,132000000,591739379,"Adventure, Thriller, Science Fiction",2005,6,116.0,6.2,2322,48.572726,"Tom Cruise, Dakota Fanning, Miranda Otto",Steven Spielberg,3.4828740833333334
Bad Boys II,130000000,273339556,"Adventure, Action, Comedy, Thriller, Crime",2003,7,147.0,6.3,1564,38.068736,"Martin Lawrence, Will Smith, Jordi Mollà",Michael Bay,1.1026119692307692
Puss in Boots,130000000,554987477,"Action, Adventure, Animation, Family, Fantasy",2011,10,90.0,6.4,451,20.678787,"Antonio Banderas, Salma Hayek, Zach Galifianakis",Chris Miller,3.2691344384615384
Salt,110000000,293329073,"Action, Mystery, Thriller",2010,7,100.0,6.2,2093,48.829437,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",Phillip Noyce,1.6666279363636363
Noah,125000000,362637473,"Drama, Adventure",2014,3,139.0,5.6,2350,46.115758,"Russell Crowe, Jennifer Connelly, Emma Watson",Darren Aronofsky,1.901099784
The Adventures of Tintin,130000000,371940071,"Adventure, Animation, Mystery",2011,10,107.0,6.7,2061,89.938296,"Jamie Bell, Andy Serkis, Daniel Craig",Steven Spielberg,1.8610774692307692
Harry Potter and the Prisoner of Azkaban,130000000,789804554,"Adventure, Fantasy, Family",2004,5,141.0,7.7,5877,79.679601,"Daniel Radcliffe, Rupert Grint, Emma Watson",Alfonso Cuarón,5.075419646153846
Australia,130000000,49554002,Drama,2008,11,165.0,6.3,694,28.840996999999998,"Nicole Kidman, Hugh Jackman, Essie Davis",Baz Luhrmann,-0.6188153692307692
After Earth,130000000,243843127,"Science Fiction, Action, Adventure",2013,5,100.0,5.0,2532,42.840582,"Jaden Smith, Will Smith, Sophie Okonedo",M. Night Shyamalan,0.8757163615384616
Dinosaur,127500000,354248063,"Animation, Family",2000,5,82.0,6.2,542,26.548594,"D. B. Sweeney, Alfre Woodard, Ossie Davis",Ralph Zondag,1.7784161803921568
Night at the Museum: Secret of the Tomb,127000000,349424282,"Adventure, Comedy, Fantasy, Family",2014,12,97.0,6.1,1851,115.597753,"Ben Stiller, Rami Malek, Rebel Wilson",Shawn Levy,1.7513722992125984
Megamind,130000000,321887208,"Animation, Action, Comedy, Family, Science Fiction",2010,10,95.0,6.7,1918,68.757242,"Will Ferrell, Brad Pitt, Tina Fey",Tom McGrath,1.4760554461538462
Harry Potter and the Philosopher's Stone,125000000,976475550,"Adventure, Fantasy, Family",2001,11,152.0,7.5,7006,109.984351,"Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus,6.8118044
R.I.P.D.,130000000,61648500,"Fantasy, Action, Comedy, Crime",2013,7,96.0,5.4,1260,39.448066,"Jeff Bridges, Ryan Reynolds, Kevin Bacon",Robert Schwentke,-0.5257807692307692
Pirates of the Caribbean: The Curse of the Black Pearl,140000000,655011224,"Adventure, Fantasy, Action",2003,7,143.0,7.5,6985,271.972889,"Johnny Depp, Geoffrey Rush, Orlando Bloom",Gore Verbinski,3.6786516
The Hunger Games: Mockingjay - Part 1,125000000,752100229,"Science Fiction, Adventure, Thriller",2014,11,123.0,6.6,5584,206.227151,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",Francis Lawrence,5.016801832
The Da Vinci Code,125000000,767820459,"Thriller, Mystery",2006,5,149.0,6.5,2704,45.313196999999995,"Tom Hanks, Audrey Tautou, Ian McKellen",Ron Howard,5.142563672
Rio 2,103000000,500188435,"Animation, Adventure, Comedy, Family",2014,3,102.0,6.3,978,42.400240000000004,"Jesse Eisenberg, Anne Hathaway, Leslie Mann",Carlos Saldanha,3.8561983980582526
X2,110000000,407711549,"Adventure, Action, Science Fiction, Thriller",2003,4,133.0,6.8,3506,2.871739,"Patrick Stewart, Hugh Jackman, Ian McKellen",Bryan Singer,2.706468627272727
Fast Five,125000000,626137675,"Action, Thriller, Crime",2011,4,130.0,7.1,2438,7.255717999999999,"Vin Diesel, Paul Walker, Jordana Brewster",Justin Lin,4.0091014
Sherlock Holmes: A Game of Shadows,125000000,334615000,"Adventure, Action, Crime, Mystery",2011,11,129.0,7.0,3886,81.49962099999999,"Robert Downey Jr., Jude Law, Jared Harris",Guy Ritchie,1.67692
Clash of the Titans,125000000,232713139,"Adventure, Fantasy, Action",2010,4,106.0,5.6,2233,47.686442,"Sam Worthington, Liam Neeson, Ralph Fiennes",Louis Leterrier,0.861705112
Total Recall,65000000,261317921,"Action, Adventure, Science Fiction",1990,6,113.0,7.1,1710,43.129703000000006,"Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin",Paul Verhoeven,3.0202757076923077
The 13th Warrior,160000000,61698899,"Adventure, Fantasy, Action",1999,8,102.0,6.4,510,27.220157,"Antonio Banderas, Vladimir Kulich, Dennis Storhøi",John McTiernan,-0.61438188125
The Bourne Legacy,130000000,276572938,"Action, Thriller",2012,8,120.0,6.0,2651,90.33681,"Jeremy Renner, Rachel Weisz, Edward Norton",Tony Gilroy,1.1274841384615384
Batman & Robin,125000000,238207122,"Action, Crime, Fantasy",1997,6,125.0,4.2,1418,50.073575,"George Clooney, Chris O'Donnell, Arnold Schwarzenegger",Joel Schumacher,0.905656976
How the Grinch Stole Christmas,123000000,345141403,"Family, Comedy, Fantasy",2000,11,104.0,6.2,1386,45.419668,"Jim Carrey, Taylor Momsen, Jeffrey Tambor",Ron Howard,1.8060276666666666
The Day After Tomorrow,125000000,544272402,"Action, Adventure, Science Fiction, Thriller",2004,5,124.0,6.2,2392,41.380094,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum",Roland Emmerich,3.354179216
Mission: Impossible II,125000000,546388105,"Adventure, Action, Thriller",2000,5,123.0,5.9,1928,54.931334,"Tom Cruise, Dougray Scott, Thandie Newton",John Woo,3.37110484
The Perfect Storm,120000000,325756637,Drama,2000,3,130.0,6.2,597,25.752118,"George Clooney, Mark Wahlberg, Diane Lane",Wolfgang Petersen,1.7146386416666666
4: Rise of the Silver Surfer,130000000,289047763,"Adventure, Fantasy, Action, Thriller",2007,6,92.0,5.4,2589,60.810722999999996,"Ioan Gruffudd, Jessica Alba, Chris Evans",Tim Story,1.2234443307692309
Life of Pi,120000000,609016565,"Adventure, Drama, Action",2012,11,127.0,7.2,5797,51.328145,"Suraj Sharma, Irrfan Khan, Ayush Tandon",Ang Lee,4.0751380416666665
Ghost Rider,110000000,228738393,"Thriller, Action, Fantasy, Horror",2007,2,114.0,5.2,1712,46.834703999999995,"Nicolas Cage, Eva Mendes, Wes Bentley",Mark Steven Johnson,1.0794399363636364
Jason Bourne,120000000,415484914,"Action, Thriller",2016,7,123.0,5.9,2341,62.641286,"Matt Damon, Alicia Vikander, Tommy Lee Jones",Paul Greengrass,2.4623742833333333
Charlie's Angels: Full Throttle,120000000,259175788,"Action, Adventure, Comedy",2003,6,106.0,5.2,914,33.616115,"Cameron Diaz, Drew Barrymore, Lucy Liu",McG,1.1597982333333334
Prometheus,130000000,403170142,"Science Fiction, Adventure, Mystery",2012,5,124.0,6.3,5080,68.889395,"Noomi Rapace, Michael Fassbender, Guy Pearce",Ridley Scott,2.1013087846153846
Stuart Little 2,120000000,169956806,"Family, Adventure, Animation, Comedy",2002,7,78.0,5.4,613,27.990284000000003,"Michael J. Fox, Geena Davis, Hugh Laurie",Rob Minkoff,0.4163067166666667
Elysium,115000000,286140700,"Science Fiction, Action, Drama, Thriller",2013,8,109.0,6.4,3439,67.33766999999999,"Matt Damon, Jodie Foster, Sharlto Copley",Neill Blomkamp,1.48818
The Chronicles of Riddick,105000000,115772733,"Action, Science Fiction",2004,6,119.0,6.3,1570,27.835435999999998,"Vin Diesel, Thandie Newton, Karl Urban",David Twohy,0.10259745714285715
RoboCop,120000000,242688965,"Action, Science Fiction",2014,1,102.0,5.7,2342,66.757869,"Joel Kinnaman, Gary Oldman, Michael Keaton",José Padilha,1.0224080416666668
Speed Racer,120000000,93945766,"Action, Family, Science Fiction",2008,5,135.0,5.7,354,17.060695000000003,"Emile Hirsch, Christina Ricci, Matthew Fox",Lilly Wachowski,-0.21711861666666665
How Do You Know,120000000,48668907,"Comedy, Drama, Romance",2010,12,121.0,4.9,223,11.137655,"Reese Witherspoon, Paul Rudd, Owen Wilson",James L. Brooks,-0.594425775
Knight and Day,117000000,261930431,"Action, Comedy",2010,6,109.0,5.9,1547,44.906918,"Tom Cruise, Cameron Diaz, Peter Sarsgaard",James Mangold,1.2387216324786325
Oblivion,120000000,286168572,"Action, Science Fiction, Adventure, Mystery",2013,4,124.0,6.4,4800,67.698004,"Tom Cruise, Morgan Freeman, Olga Kurylenko",Joseph Kosinski,1.3847381
Star Wars: Episode III - Revenge of the Sith,113000000,850000000,"Science Fiction, Adventure, Action",2005,5,140.0,7.1,4116,44.108427,"Ewan McGregor, Natalie Portman, Hayden Christensen",George Lucas,6.522123893805309
Star Wars: Episode II - Attack of the Clones,120000000,649398328,"Adventure, Action, Science Fiction",2002,5,142.0,6.4,3992,43.987061,"Ewan McGregor, Natalie Portman, Hayden Christensen",George Lucas,4.411652733333334
"Monsters, Inc.",115000000,562816256,"Animation, Comedy, Family",2001,11,92.0,7.5,5996,106.815545,"John Goodman, Billy Crystal, Mary Gibbs",Pete Docter,3.8940544
The Wolverine,120000000,415440673,"Action, Science Fiction, Adventure, Fantasy",2013,7,126.0,6.3,4053,15.953444000000001,"Hugh Jackman, Hiroyuki Sanada, Famke Janssen",James Mangold,2.4620056083333335
Star Wars: Episode I - The Phantom Menace,115000000,924317558,"Adventure, Action, Science Fiction",1999,5,136.0,6.3,4432,54.035265,"Liam Neeson, Ewan McGregor, Natalie Portman",George Lucas,7.037543982608696
The Croods,135000000,585178928,"Adventure, Animation, Comedy, Family, Fantasy",2013,3,98.0,6.8,2399,64.18332099999999,"Nicolas Cage, Emma Stone, Ryan Reynolds",Chris Sanders,3.3346587259259257
Astérix aux Jeux Olympiques,97250400,132900000,"Fantasy, Adventure, Comedy, Family",2008,1,116.0,5.0,471,20.344364000000002,"Clovis Cornillac, Gérard Depardieu, Franck Dubosc",Thomas Langmann,0.366575355988253
Windtalkers,115000000,77628265,"Drama, Action, History, War",2002,6,134.0,5.8,341,18.714197,"Nicolas Cage, Adam Beach, Peter Stormare",John Woo,-0.32497160869565217
The Huntsman: Winter's War,115000000,164602163,"Action, Adventure, Drama",2016,4,114.0,6.0,1523,60.467983999999994,"Chris Hemsworth, Charlize Theron, Emily Blunt",Cedric Nicolas-Troyan,0.43132315652173914
Teenage Mutant Ninja Turtles,125000000,477200000,"Science Fiction, Action, Adventure, Fantasy, Comedy",2014,8,101.0,5.8,2636,143.350376,"Megan Fox, Will Arnett, William Fichtner",Jonathan Liebesman,2.8176
Gravity,105000000,716392705,"Science Fiction, Thriller, Drama",2013,9,91.0,7.3,5751,110.153618,"Sandra Bullock, George Clooney, Ed Harris",Alfonso Cuarón,5.822787666666667
Dante's Peak,116000000,178127760,"Action, Adventure, Thriller",1997,2,108.0,5.7,428,16.90444,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith",Roger Donaldson,0.5355841379310344
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,"Fantasy, Action, Adventure, Comedy",2016,6,112.0,5.8,963,39.873791,"Megan Fox, Stephen Amell, Will Arnett",Dave Green,0.8194359111111111
Fantastic Four,120000000,167977596,"Action, Adventure, Science Fiction",2015,8,100.0,4.4,2278,38.126095,"Miles Teller, Kate Mara, Michael B. Jordan",Josh Trank,0.3998133
Night at the Museum,110000000,574480841,"Action, Adventure, Comedy, Family, Fantasy",2006,10,108.0,6.3,2862,48.780039,"Ben Stiller, Jake Cherry, Carla Gugino",Shawn Levy,4.2225531
San Andreas,110000000,470490832,"Action, Drama, Thriller",2015,5,114.0,6.0,2968,100.412364,"Dwayne Johnson, Alexandra Daddario, Carla Gugino",Brad Peyton,3.277189381818182
Tomorrow Never Dies,110000000,333011068,"Adventure, Action, Thriller",1997,12,119.0,6.0,925,42.887121,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",Roger Spottiswoode,2.0273733454545453
The Patriot,110000000,215294342,"Drama, History, War, Action",2000,6,165.0,6.8,1099,23.657284,"Mel Gibson, Heath Ledger, Joely Richardson",Roland Emmerich,0.9572212909090909
